version,app,cpu,threads,metric,value
native-L2,ep,4,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,88
native-L2,ep,5,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,81
native-L2,ep,6,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-L2,ep,7,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,18
native-L2,lu,0,1,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,106018
native-L2,ep,0,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,4414695
native-L2,ep,1,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,3316731
native-L2,ep,2,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,3778010
native-L2,ep,3,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,3718100
native-L2,ep,4,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,2908871
native-L2,ep,5,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,3908078
native-L2,ep,6,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,4378040
native-L2,ep,7,8,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,2678096
native-L2,bt,0,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,24554
native-L2,bt,1,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,360925
native-L2,bt,2,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,38377
native-L2,bt,3,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,39407
native-L2,bt,4,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,482486
native-L2,bt,5,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,472000
native-L2,bt,6,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,15562
native-L2,bt,7,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,488527
native-L2,bt,8,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,484129
native-L2,bt,9,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,492277
native-L2,bt,10,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,471809
native-L2,bt,11,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,809111
native-L2,lu,0,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,3273197
native-L2,lu,1,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,6423443
native-L2,lu,2,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,6158422
native-L2,lu,3,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,5529113
native-L2,lu,4,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,4928362
native-L2,lu,5,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,3008575
native-L2,lu,6,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,1631968
native-L2,lu,7,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,4813021
native-L2,lu,8,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,6029219
native-L2,lu,9,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,6392197
native-L2,lu,10,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,5702028
native-L2,lu,11,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,3104482
native-L2,lu,0,2,offcore-response-pf-l2-rfo-any-response,795900605
native-L2,lu,1,2,offcore-response-pf-l2-rfo-any-response,793995882
native-L2,bt,0,1,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,747
native-L2,cg,0,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,25682
native-L2,cg,1,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,19882
native-L2,cg,2,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,32291
native-L2,cg,3,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,24773
native-L2,cg,4,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,21373
native-L2,cg,5,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,24244
native-L2,cg,6,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,21665
native-L2,cg,7,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,21136
native-L2,cg,8,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,36233
native-L2,cg,9,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,39189
native-L2,cg,10,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,20846
native-L2,cg,11,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,13267
native-L2,bt,0,8,offcore-response-pf-l2-rfo-any-response,13915584
native-L2,bt,1,8,offcore-response-pf-l2-rfo-any-response,13803850
native-L2,bt,2,8,offcore-response-pf-l2-rfo-any-response,13268055
native-L2,bt,3,8,offcore-response-pf-l2-rfo-any-response,13479098
native-L2,bt,4,8,offcore-response-pf-l2-rfo-any-response,13237792
native-L2,bt,5,8,offcore-response-pf-l2-rfo-any-response,14224719
native-L2,bt,6,8,offcore-response-pf-l2-rfo-any-response,13704263
native-L2,bt,7,8,offcore-response-pf-l2-rfo-any-response,14159149
native-L2,mg,0,2,offcore-response-pf-l2-data-rd-any-response,92843849
native-L2,mg,1,2,offcore-response-pf-l2-data-rd-any-response,93108466
native-L2,mg,0,12,offcore-response-pf-l2-data-rd-any-response,15458918
native-L2,mg,1,12,offcore-response-pf-l2-data-rd-any-response,15553618
native-L2,mg,2,12,offcore-response-pf-l2-data-rd-any-response,15508842
native-L2,mg,3,12,offcore-response-pf-l2-data-rd-any-response,15522094
native-L2,mg,4,12,offcore-response-pf-l2-data-rd-any-response,14856037
native-L2,mg,5,12,offcore-response-pf-l2-data-rd-any-response,14822559
native-L2,mg,6,12,offcore-response-pf-l2-data-rd-any-response,14626992
native-L2,mg,7,12,offcore-response-pf-l2-data-rd-any-response,14690301
native-L2,mg,8,12,offcore-response-pf-l2-data-rd-any-response,14500964
native-L2,mg,9,12,offcore-response-pf-l2-data-rd-any-response,14466362
native-L2,mg,10,12,offcore-response-pf-l2-data-rd-any-response,14467409
native-L2,mg,11,12,offcore-response-pf-l2-data-rd-any-response,14408735
native-L2,bt,0,4,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,255058
native-L2,bt,1,4,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,631848
native-L2,bt,2,4,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,569364
native-L2,bt,3,4,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,387261
native-L2,bt,0,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,90766901
native-L2,bt,1,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,95643537
native-L2,bt,2,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,92756300
native-L2,bt,3,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,90601091
native-L2,ua,0,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,6324565
native-L2,ua,1,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,7508705
native-L2,ua,2,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,7319695
native-L2,ua,3,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,6730655
native-L2,ua,4,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,6487185
native-L2,ua,5,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,4440395
native-L2,ua,6,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,2522779
native-L2,ua,7,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,2045004
native-L2,ua,0,2,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,621963129
native-L2,ua,1,2,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,643535446
native-L2,is,0,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,578956
native-L2,is,1,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,708571
native-L2,is,2,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,671077
native-L2,is,3,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,702193
native-L2,is,4,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,557956
native-L2,is,5,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,677775
native-L2,is,6,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,664654
native-L2,is,7,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,659749
native-L2,is,8,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,704849
native-L2,is,9,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,651482
native-L2,is,10,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,641110
native-L2,is,11,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,690490
native-L2,lu,0,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,24635329
native-L2,lu,1,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,26304812
native-L2,lu,2,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,24398773
native-L2,lu,3,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,23820861
native-L2,lu,4,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,22433625
native-L2,lu,5,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,22294506
native-L2,lu,6,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,19570278
native-L2,lu,7,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,22496660
native-L2,lu,8,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,21980023
native-L2,lu,9,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,22032748
native-L2,lu,10,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,22151760
native-L2,lu,11,12,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,21090896
native-L2,cg,0,2,offcore-response-pf-l2-data-rd-any-response,71983480
